...1,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO,ill_honest,undoc_honest,honest,ill_hardworking,undoc_hardworking,hardworking,ill_unlawful,undoc_unlawful,unlawful,ill_violent,undoc_violent,violent,ill_intelligent,undoc_intelligent,intelligent,ill_uneducated,undoc_uneducated,uneducated,ill_lazy,undoc_lazy,lazy,ill_immoral,undoc_immoral,immoral,ill_loyal,undoc_loyal,loyal,ill_responsible,undoc_responsible,responsible,ID,Treatment,Response,Hispanic/Latino,Not Hispanic/Latino,Latin America,Europe,Middle East,Asia,Third-world/poor country,Construction,Food,Gardener,Maid,Unemployed,Job Americans Don't Want,Hardworking,Honest,Loyal,Intelligent,Responsible,Immoral,Lazy,Uneducated,Unlawful,Violent,Family-oriented,Religious/church-going,Poor/low socio-economic status,Stealing American's Jobs,Seeking welfare,Better life,Fleeing/escaping hardship,"No ""typical"" unauthorized immigrant",Criticize US immigration process,"Risk-taking, brave",Contributions to U.S.,Are trying or should try to become legal,Nobody illegal on stolen land,US doesn't treat well,American dream,Unfair/disrespectful to legal immigrants and citizens,Anti-unauthorized immigration = racism,Respondent talks about their connection/experience,Opposition to terminology
NA,12/3/20 18:53,12/3/20 18:56,100,214,TRUE,12/3/20 18:56,anonymous,EN,NA,Yes,Yes,NA,12/3/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),4,4,Uneducated|Unlawful|Loyal|Immoral|Violent|Hardworking|Intelligent|Lazy|Honest|Responsible,I think a typical undocumented immigrant worked very hard to get where they are. They are willing to learn what they need to to be a loyal citizen and they are good people.,21,Female,NA,White,No,Democrat,NA,NA,Liberal,NA,"My parents, grandparents and I were all born in the USA.",C4,NA,5,5,NA,5,5,NA,1,1,NA,1,1,NA,5,5,NA,1,1,NA,1,1,NA,1,1,NA,4,4,NA,4,4,Z1U2L,T4,I think a typical undocumented immigrant worked very hard to get where they are. They are willing to learn what they need to to be a loyal citizen and they are good people.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/3/20 21:55,12/3/20 21:57,100,133,TRUE,12/3/20 21:57,anonymous,EN,NA,NA,NA,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/3/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Lazy|Hardworking|Honest|Immoral|Loyal|Responsible|Intelligent|Violent|Uneducated|Unlawful,"I personally view undocumented individuals in a very high esteem. They are some of the most honest, hardworking, and down to earth people I have met.",22,Female,NA,Other,Yes,Democrat,NA,NA,Extremely liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C6,NA,5,5,NA,5,5,NA,1,1,NA,1,1,NA,5,5,NA,1,1,NA,1,1,NA,1,1,NA,5,5,NA,5,5,AjCm4,T6,"I personally view undocumented individuals in a very high esteem. They are some of the most honest, hardworking, and down to earth people I have met.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,12/4/20 2:08,12/4/20 2:12,100,230,TRUE,12/4/20 2:12,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 (not well at all),5 (very well),5 (very well),1 (not well at all),3,3,2,2,3,3,Violent|Immoral|Loyal|Responsible|Hardworking|Lazy|Honest|Intelligent|Uneducated|Unlawful,"I think that undocumented immigrants are all unique. Some seek political refuge, and I understand that US citizenship is hard to get but illegal immigration could potentially harm them more than help them. The punishment they could face from their government could be bad. But also, perhaps they weren't safe in their own. I think there need to be better institutions in place for immigration, but Americans need to be more sympathetic and less dehumanizing. You don't know everyone's story. If they're coming here though, I wish they would contribute to the economy and make a life for themselves! It would be good for them and us, but I understand that it's hard to start a life in a new country",20,Female,NA,White,No,Independent,NA,Neither,"Moderate, middle of the road",Moderate,Other,C2,NA,1,1,NA,5,5,NA,5,5,NA,1,1,NA,3,3,NA,3,3,NA,2,2,NA,2,2,NA,3,3,NA,3,3,2lW9X,T2,"I think that undocumented immigrants are all unique. Some seek political refuge, and I understand that US citizenship is hard to get but illegal immigration could potentially harm them more than help them. The punishment they could face from their government could be bad. But also, perhaps they weren't safe in their own. I think there need to be better institutions in place for immigration, but Americans need to be more sympathetic and less dehumanizing. You don't know everyone's story. If they're coming here though, I wish they would contribute to the economy and make a life for themselves! It would be good for them and us, but I understand that it's hard to start a life in a new country",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
NA,12/4/20 14:58,12/4/20 15:00,100,150,TRUE,12/4/20 15:00,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,3,4,3,3,3,3,3,3,NA,3,Unlawful|Uneducated|Intelligent|Lazy|Violent|Hardworking|Loyal|Responsible|Immoral|Honest,They mostly want to come to America to start a new living environment and find a job.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female,NA,Asian,No,Other,NA,NA,"Moderate, middle of the road",Moderate,"I was born in the USA, but at least one of my parents is an immigrant",C5,3,NA,3,4,NA,4,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,NA,NA,NA,3,NA,3,ZAMTP,T5,They mostly want to come to America to start a new living environment and find a job.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/4/20 15:00,12/4/20 15:06,100,322,TRUE,12/4/20 15:06,anonymous,EN,NA,Yes,Yes,NA,12/4/20,3,4,1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Violent|Uneducated|Hardworking|Honest|Immoral|Responsible|Lazy|Intelligent|Loyal|Unlawful,"Immigrants are just like everyone else, they might actually try harder to achieve their American dream.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Female,NA,Other,Yes,Democrat,NA,NA,Slightly liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C3,3,NA,3,4,NA,4,1,NA,1,1,NA,1,4,NA,4,1,NA,1,1,NA,1,1,NA,1,4,NA,4,4,NA,4,8Va3i,T3,"Immigrants are just like everyone else, they might actually try harder to achieve their American dream.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,12/4/20 15:36,12/4/20 15:39,100,161,TRUE,12/4/20 15:39,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,5 (very well),2,2,3,1 (not well at all),1 (not well at all),2,3,4,Immoral|Lazy|Loyal|Responsible|Honest|Hardworking|Violent|Uneducated|Unlawful|Intelligent,"I believe that most illegal immigrants come to this country in order to search for better work and a better life for their family, but some come here with intentions of violence or other unlawful activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male,NA,White,No,Republican,NA,NA,Slightly conservative,NA,"My parents, grandparents and I were all born in the USA.",C1,3,NA,3,5,NA,5,2,NA,2,2,NA,2,3,NA,3,1,NA,1,1,NA,1,2,NA,2,3,NA,3,4,NA,4,8IkN5,T1,"I believe that most illegal immigrants come to this country in order to search for better work and a better life for their family, but some come here with intentions of violence or other unlawful activity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/4/20 16:27,12/4/20 16:29,100,121,TRUE,12/4/20 16:29,anonymous,EN,NA,No,No,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,5 (very well),5 (very well),2,1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),4,Immoral|Violent|Intelligent|Unlawful|Hardworking|Honest|Uneducated|Lazy|Responsible|Loyal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female,NA,NA,No,Democrat,NA,NA,Liberal,NA,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5,5,NA,5,5,NA,5,2,NA,2,1,NA,1,5,NA,5,1,NA,1,1,NA,1,1,NA,1,5,NA,5,4,NA,4,JWK2j,T5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/4/20 16:43,12/4/20 16:46,100,159,TRUE,12/4/20 16:46,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5 (very well),2,1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),3,3,Lazy|Immoral|Intelligent|Violent|Responsible|Hardworking|Honest|Unlawful|Loyal|Uneducated,"I feel like the typical undocumented immigrant is very hardworking. They are not bad, immoral people. They are just searching for a better life for themselves/their families.",21,Female,NA,White,NA,Democrat,NA,NA,Extremely liberal,NA,"My parents, grandparents and I were all born in the USA.",C2,NA,3,3,NA,5,5,NA,2,2,NA,1,1,NA,4,4,NA,1,1,NA,1,1,NA,1,1,NA,3,3,NA,3,3,u8JwB,T2,"I feel like the typical undocumented immigrant is very hardworking. They are not bad, immoral people. They are just searching for a better life for themselves/their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/4/20 18:50,12/4/20 18:53,100,162,TRUE,12/4/20 18:53,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/4/20,3,3,3,3,3,3,3,3,3,3,Uneducated|Loyal|Honest|Intelligent|Violent|Unlawful|Lazy|Immoral|Responsible|Hardworking,"I have no view on them, they are both good and bad, some are educated and other are not. I just care if they abuse the systems in place.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male,NA,White,No,Republican,NA,NA,Slightly conservative,NA,"I was born in the USA, but at least one of my parents is an immigrant",C3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,NA,3,Fyx6l,T3,"I have no view on them, they are both good and bad, some are educated and other are not. I just care if they abuse the systems in place.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/4/20 22:28,12/4/20 22:31,100,212,TRUE,12/4/20 22:31,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",10/1/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5 (very well),2,2,3,2,1 (not well at all),1 (not well at all),3,3,Unlawful|Uneducated|Hardworking|Loyal|Violent|Immoral|Honest|Lazy|Intelligent|Responsible,They are people looking for freedom and work in a new country. The United States in particular has long waits for work visas and citizenship application. Families do not have time to go through the traditional method if they lack time and resources. Not rapist or immoral as our president thinks.,23,Male,NA,White,Yes,Democrat,NA,NA,Liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C6,NA,3,3,NA,5,5,NA,2,2,NA,2,2,NA,3,3,NA,2,2,NA,1,1,NA,1,1,NA,3,3,NA,3,3,55eEq,T6,They are people looking for freedom and work in a new country. The United States in particular has long waits for work visas and citizenship application. Families do not have time to go through the traditional method if they lack time and resources. Not rapist or immoral as our president thinks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 0:08,12/5/20 0:10,100,161,TRUE,12/5/20 0:10,anonymous,EN,NA,Yes,Yes,NA,12/5/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1 (not well at all),4,2,2,3,3,3,Hardworking|Intelligent|Lazy|Violent|Uneducated|Responsible|Loyal|Immoral|Unlawful|Honest,I think that they're usually people who are looking to have a better life and can't as easily as others due to the struggle of being able to become a U.S citizen.,19,Female,NA,Other,Yes,Democrat,NA,NA,Liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C4,NA,3,3,NA,4,4,NA,2,2,NA,1,1,NA,4,4,NA,2,2,NA,2,2,NA,3,3,NA,3,3,NA,3,3,fTCsz,T4,I think that they're usually people who are looking to have a better life and can't as easily as others due to the struggle of being able to become a U.S citizen.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 15:05,12/5/20 15:08,100,214,TRUE,12/5/20 15:08,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),4,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Intelligent|Immoral|Lazy|Unlawful|Hardworking|Honest|Responsible|Violent|Uneducated|Loyal,My view is a very hardworking person who just wants a better life for their family.,18,Female,NA,White,Yes,Democrat,NA,NA,Extremely liberal,NA,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4,NA,5,5,NA,5,5,NA,1,1,NA,1,1,NA,5,5,NA,4,4,NA,1,1,NA,1,1,NA,5,5,NA,5,5,Aaaif,T4,My view is a very hardworking person who just wants a better life for their family.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 16:22,12/5/20 16:31,100,567,TRUE,12/5/20 16:31,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Violent|Hardworking|Intelligent|Honest|Unlawful|Lazy|Loyal|Responsible|Uneducated|Immoral,I believe the typical immigrant is extremely hardworking and caring. They take advantage of the opportunities offered and they provide a better life for their families.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female,NA,Other,Yes,Independent,NA,Closer to Democratic Party,Extremely liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C3,5,NA,5,5,NA,5,1,NA,1,1,NA,1,5,NA,5,1,NA,1,1,NA,1,1,NA,1,5,NA,5,5,NA,5,RPJXy,T3,I believe the typical immigrant is extremely hardworking and caring. They take advantage of the opportunities offered and they provide a better life for their families.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 16:47,12/5/20 16:55,100,519,TRUE,12/5/20 16:55,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,2,4,4,4,2,2,Responsible|Lazy|Intelligent|Honest|Immoral|Uneducated|Hardworking|Loyal|Violent|Unlawful,"Not hardworking, here because they had nothing where they came from.",21,Male,NA,White,No,Republican,NA,NA,Conservative,NA,"My parents, grandparents and I were all born in the USA.",C6,NA,2,2,NA,2,2,NA,4,4,NA,3,3,NA,2,2,NA,4,4,NA,4,4,NA,4,4,NA,2,2,NA,2,2,diiQ4,T6,"Not hardworking, here because they had nothing where they came from.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 18:17,12/5/20 18:25,100,464,TRUE,12/5/20 18:25,anonymous,EN,NA,NA,NA,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,4,5 (very well),2,1 (not well at all),3,4,1 (not well at all),1 (not well at all),4,5 (very well),Lazy|Loyal|Immoral|Uneducated|Violent|Intelligent|Unlawful|Honest|Hardworking|Responsible,"I think that they're hardworking and family-focused people who want to try for a better life. Very friendly, care about the country and the people they know, are grateful for the opportunities they have here.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female,NA,White,No,Democrat,NA,NA,Extremely liberal,NA,"My parents, grandparents and I were all born in the USA.",C1,4,NA,4,5,NA,5,2,NA,2,1,NA,1,3,NA,3,4,NA,4,1,NA,1,1,NA,1,4,NA,4,5,NA,5,M9J5s,T1,"I think that they're hardworking and family-focused people who want to try for a better life. Very friendly, care about the country and the people they know, are grateful for the opportunities they have here.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 18:57,12/5/20 18:58,100,90,TRUE,12/5/20 18:58,anonymous,EN,NA,NA,NA,NA,12/5/20,3,5 (very well),2,2,4,1 (not well at all),1 (not well at all),2,5 (very well),4,Responsible|Uneducated|Immoral|Unlawful|Honest|Intelligent|Violent|Hardworking|Loyal|Lazy,I have no problem with illegal immigrants. I think they are brave and searching to better their lifestyle and potentially their family's too.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female,NA,White,No,Democrat,NA,NA,Extremely liberal,NA,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5,3,NA,3,5,NA,5,2,NA,2,2,NA,2,4,NA,4,1,NA,1,1,NA,1,2,NA,2,5,NA,5,4,NA,4,dI2C3,T5,I have no problem with illegal immigrants. I think they are brave and searching to better their lifestyle and potentially their family's too.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,12/5/20 19:10,12/5/20 19:14,100,229,TRUE,12/5/20 19:14,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5 (very well),3,1 (not well at all),4,2,1 (not well at all),1 (not well at all),3,3,Violent|Loyal|Hardworking|Intelligent|Lazy|Responsible|Uneducated|Unlawful|Immoral|Honest,"I do not harbor any negative feelings towards undocumented immigrants, rather I wish they would be able to go through the process of documentation easier and without the pain and struggle that could be the reason they've avoided it. I think that there is no ""typical"" undocumented immigrant, and while I'm sure there are rotten eggs, most people are good and should be treated with respect and kindness.",20,Female,NA,White,No,Democrat,NA,NA,Extremely liberal,NA,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C2,NA,4,4,NA,5,5,NA,3,3,NA,1,1,NA,4,4,NA,2,2,NA,1,1,NA,1,1,NA,3,3,NA,3,3,pcOJt,T2,"I do not harbor any negative feelings towards undocumented immigrants, rather I wish they would be able to go through the process of documentation easier and without the pain and struggle that could be the reason they've avoided it. I think that there is no ""typical"" undocumented immigrant, and while I'm sure there are rotten eggs, most people are good and should be treated with respect and kindness.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 19:49,12/5/20 19:52,100,181,TRUE,12/5/20 19:52,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,4,5 (very well),1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Immoral|Honest|Lazy|Uneducated|Unlawful|Intelligent|Hardworking|Violent|Loyal|Responsible,The typical immigrant is a hardworking person that simply wants to get ahead in life and have equal opportunities.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female,NA,Other,Yes,Other,Progressive,NA,Extremely liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C1,4,NA,4,5,NA,5,1,NA,1,1,NA,1,4,NA,4,1,NA,1,1,NA,1,1,NA,1,5,NA,5,5,NA,5,nnTGR,T1,The typical immigrant is a hardworking person that simply wants to get ahead in life and have equal opportunities.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 19:51,12/5/20 19:59,100,500,TRUE,12/5/20 19:59,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",No,No,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,2,3,3,2,3,2,1 (not well at all),1 (not well at all),1 (not well at all),2,Uneducated|Intelligent|Violent|Loyal|Responsible|Lazy|Unlawful|Immoral|Honest|Hardworking,"I think we could loosen restrictions to allow more people come in legally cause immigration isn't that big of a deal, but some of the reasons people had to come illegally could be fair reasons as to why they were denied. They're certainly intelligent and hardworking if they managed to go through the difficult process of getting in illegally. However it still requires some deceit so its hard to claim that they're completely honest. I think there is an unfair characterization that some members of Mexican cartels do sneak in illegally to do cartel stuff so there is a perception that some illegal immigrants fall into this group.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male,NA,NA,No,Independent,NA,Closer to Democratic Party,"Moderate, middle of the road",Moderate,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5,2,NA,2,3,NA,3,3,NA,3,2,NA,2,3,NA,3,2,NA,2,1,NA,1,1,NA,1,1,NA,1,2,NA,2,aRIsx,T5,"I think we could loosen restrictions to allow more people come in legally cause immigration isn't that big of a deal, but some of the reasons people had to come illegally could be fair reasons as to why they were denied. They're certainly intelligent and hardworking if they managed to go through the difficult process of getting in illegally. However it still requires some deceit so its hard to claim that they're completely honest. I think there is an unfair characterization that some members of Mexican cartels do sneak in illegally to do cartel stuff so there is a perception that some illegal immigrants fall into this group.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,12/5/20 20:30,12/5/20 20:38,100,497,TRUE,12/5/20 20:38,anonymous,EN,NA,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Violent|Hardworking|Uneducated|Honest|Responsible|Loyal|Intelligent|Lazy|Unlawful|Immoral,"In my community I had many peers who were either themselves undocumented or had family members who were undocumented and they were always hardworking and did anything they could to provide for their family and give them a good life, which I admire. People come from dangerous backgrounds and it is difficult to blame someone for risking it all for the prospect of a better life.",19,Female,NA,Other,Yes,Democrat,NA,NA,Liberal,NA,"I was born in the USA, but at least one of my parents is an immigrant",C2,NA,5,5,NA,5,5,NA,1,1,NA,1,1,NA,5,5,NA,2,2,NA,1,1,NA,1,1,NA,5,5,NA,5,5,kXwXb,T2,"In my community I had many peers who were either themselves undocumented or had family members who were undocumented and they were always hardworking and did anything they could to provide for their family and give them a good life, which I admire. People come from dangerous backgrounds and it is difficult to blame someone for risking it all for the prospect of a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
