,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO
,11/20/20 13:43,11/20/20 13:46,100,167,TRUE,11/20/20 13:46,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/20/20,3,5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),3,3,3,Uneducated|Violent|Intelligent|Loyal|Responsible|Lazy|Unlawful|Immoral|Honest|Hardworking,"I put neutral for some questions, because such internal characteristics are hard to assume for an entire community. I feel as if most immigrants are hardworking since they come to the US to make a better live for themselves and their families.",,,,,,,,,,,,,19,Female,,White,Yes,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,11/20/20 14:51,11/20/20 14:56,100,267,TRUE,11/20/20 14:56,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/20/20,,,,,,,,,,,,,4,4,3,2,4,2,2,1 (not well at all),4,3,Intelligent|Lazy|Uneducated|Responsible|Unlawful|Immoral|Violent|Honest|Hardworking|Loyal,"That they are normal people, everyone is different so characteristics are going to change on a person to person basis. Overall they just want to be with their families and in a safe place.",21,Female,,White,No,Independent,,Neither,"Moderate, middle of the road",Moderate,"My parents, grandparents and I were all born in the USA.",C2
,11/20/20 17:18,11/20/20 17:23,100,270,TRUE,11/20/20 17:23,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",10/20/20,,,,,,,,,,,,,3,4,4,1 (not well at all),3,2,1 (not well at all),3,3,3,Lazy|Responsible|Intelligent|Honest|Immoral|Hardworking|Unlawful|Loyal|Uneducated|Violent,"Most likely someone trying to live a better life, went through great risk getting here ",23,Male,,White,No,Independent,,Neither,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C4
,11/20/20 20:15,11/20/20 20:16,100,106,TRUE,11/20/20 20:16,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/20/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Immoral|Unlawful|Loyal|Responsible|Intelligent|Uneducated|Lazy|Honest|Hardworking|Violent,Someone trying to achieve a better life. They are a good person.,19,Female,,White,No,Independent,,Closer to Democratic Party,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C6
,11/20/20 23:16,11/20/20 23:22,100,323,TRUE,11/20/20 23:22,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/20/20,4,4,3,2,3,3,1 (not well at all),2,3,3,Immoral|Lazy|Honest|Responsible|Hardworking|Uneducated|Loyal|Violent|Intelligent|Unlawful,"I feel that like that illegal immigrants are generally good decent people who happen to come from poverty-stricken and crime-ridden areas.  I would prefer them to enter legally and feel a strong attachment to the USA, but I also understand that they may be desperate for better life prospects and that is their number one concern.",,,,,,,,,,,,,20,Male,,White,No,Independent,,Closer to Democratic Party,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,11/21/20 8:20,11/21/20 9:07,100,2828,TRUE,11/21/20 9:07,anonymous,EN,,Yes,Yes,,11/21/20,,,,,,,,,,,,,3,4,2,2,3,3,2,2,3,2,Violent|Loyal|Uneducated|Immoral|Intelligent|Hardworking|Responsible|Unlawful|Honest|Lazy,"I think undocumented immigrants are lawful, honest, hardworking, etc.",20,Female,,Asian,No,Independent,,Closer to Democratic Party,Liberal,,Other,C6
,11/21/20 16:17,11/21/20 16:20,100,175,TRUE,11/21/20 16:20,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/21/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Uneducated|Hardworking|Intelligent|Immoral|Loyal|Responsible|Honest|Unlawful|Lazy|Violent,My views on a typical illegal immigrant is extremely positive as they are the most hard working individuals in this country. ,,,,,,,,,,,,,19,Male,,White,Yes,Democrat,,,Liberal,,I am an immigrant to the USA and a naturalized citizen.,C1
,11/21/20 18:29,11/21/20 18:31,100,156,TRUE,11/21/20 18:31,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/21/20,,,,,,,,,,,,,2,4,3,1 (not well at all),2,3,1 (not well at all),1 (not well at all),2,2,Loyal|Honest|Responsible|Intelligent|Unlawful|Uneducated|Immoral|Violent|Lazy|Hardworking,"When I hear ""undocumented immigrant"" I think of migrant workers and mom-and-pop kitchen workers",21,Male,,White,No,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4
,11/21/20 19:47,11/21/20 19:49,100,122,TRUE,11/21/20 19:49,anonymous,EN,,Yes,Yes,,11/21/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Loyal|Uneducated|Violent|Hardworking|Responsible|Honest|Lazy|Immoral|Unlawful|Intelligent,"I believe they are making a courageous choice and sacrifice, usually for their families. ",,,,,,,,,,,,,18,Female,,Other,No,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,11/22/20 9:18,11/22/20 9:21,100,180,TRUE,11/22/20 9:21,anonymous,EN,,Yes,Yes,,11/22/20,3,4,1 (not well at all),2,3,3,1 (not well at all),2,3,3,Immoral|Responsible|Lazy|Hardworking|Honest|Intelligent|Unlawful|Loyal|Violent|Uneducated,The typical illegal immigrant is someone who comes to the country as an illegal instead of receiving a citizenship,,,,,,,,,,,,,20,Female,,Black or African American,Yes,Democrat,,,Slightly liberal,,"My parents, grandparents and I were all born in the USA.",C5
,11/22/20 12:35,11/22/20 12:38,100,184,TRUE,11/22/20 12:38,anonymous,EN,,Yes,Yes,,11/22/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Violent|Uneducated|Unlawful|Intelligent|Lazy|Hardworking|Honest|Responsible|Immoral|Loyal,I think undocumented immigrants are extremely hardworking and shape what America should be all about-giving people an opportunity to build their lives freely.,19,Female,,Other,Yes,Democrat,,,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C2
,11/22/20 22:58,11/22/20 23:01,100,172,TRUE,11/22/20 23:01,anonymous,EN,,Yes,Yes,,11/22/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Unlawful|Hardworking|Intelligent|Violent|Responsible|Immoral|Uneducated|Honest|Loyal|Lazy,"I think everyone deserves a chance and I do not think I could describe a ""typical immigrant"" ",,,,,,,,,,,,,20,Female,,White,Yes,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,11/23/20 10:11,11/23/20 10:13,100,164,TRUE,11/23/20 10:13,anonymous,EN,,Yes,Yes,,11/23/20,4,5 (very well),1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Intelligent|Lazy|Immoral|Loyal|Violent|Honest|Unlawful|Uneducated|Hardworking|Responsible,"Firstly, I think that no one is illegal on stolen land. People may be undocumented citizens, but I do not believe they are ""illegal."" I think they are harworking and honest people who are just trying to make a better lives for themselves and/or their families. I think we should legalize all undocumented immigrants and make the immigration process easier.",,,,,,,,,,,,,18,Female,,Asian,No,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C1
,11/23/20 10:20,11/23/20 10:22,100,150,TRUE,11/23/20 10:22,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,,11/23/20,,,,,,,,,,,,,2,4,4,1 (not well at all),3,3,2,1 (not well at all),3,4,Intelligent|Unlawful|Loyal|Violent|Responsible|Hardworking|Lazy|Honest|Uneducated|Immoral,I think the words that can be associated with undocumented immigrants depends on the situation they were in that forced them to come here. There are a wide variety of different reasons other than stereotypes.,21,Female,,White,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C4
,11/23/20 11:28,11/23/20 11:47,100,1116,TRUE,11/23/20 11:47,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),3,2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Intelligent|Honest|Responsible|Lazy|Uneducated|Loyal|Unlawful|Violent|Immoral|Hardworking,Incredibly hardworking people who primarily want to seek a better life for themselves or their families.,,,,,,,,,,,,,20,Male,,White,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,11/23/20 11:55,11/23/20 11:59,100,236,TRUE,11/23/20 11:59,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,,,,,,,,,,,,,2,4,4,1 (not well at all),3,2,2,1 (not well at all),3,3,Lazy|Unlawful|Uneducated|Loyal|Violent|Intelligent|Honest|Responsible|Hardworking|Immoral,I think many undocumented immigrants come from unfortunate circumstances and do not have the time or luxury of going through the formal process to become citizens.,21,Female,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C2
,11/23/20 14:26,11/23/20 14:29,100,194,TRUE,11/23/20 14:29,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,,,,,,,,,,,,,2,4,1 (not well at all),2,3,3,1 (not well at all),2,2,3,Loyal|Immoral|Uneducated|Lazy|Responsible|Violent|Intelligent|Honest|Hardworking|Unlawful,I feel most undocumented immigrants come to the United States for better opportunity. I also feel that we mostly hear about undocumented citizens that come from southern North American countries. ,21,Male,,White,No,Independent,,Closer to Democratic Party,Slightly liberal,,"My parents, grandparents and I were all born in the USA.",C6
,11/23/20 16:01,11/23/20 16:02,100,92,TRUE,11/23/20 16:02,anonymous,EN,,Yes,Yes,,11/21/20,,,,,,,,,,,,,3,5 (very well),2,1 (not well at all),3,3,1 (not well at all),1 (not well at all),4,5 (very well),Uneducated|Responsible|Hardworking|Immoral|Unlawful|Loyal|Honest|Lazy|Intelligent|Violent,"Undocumented immigrants are human and very hardworking, so we should treat them as such",19,Female,,Asian,No,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,11/23/20 16:11,11/23/20 16:14,100,192,TRUE,11/23/20 16:14,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,5 (very well),5 (very well),2,1 (not well at all),3,3,1 (not well at all),1 (not well at all),5 (very well),4,Hardworking|Honest|Loyal|Uneducated|Violent|Immoral|Responsible|Unlawful|Lazy|Intelligent,My dads an illegal immigrant so my view is there normal human beings. Literally no difference between an illegal alien and a legal one besides their status according to the U.S.,,,,,,,,,,,,,23,Male,,White,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,11/23/20 17:08,11/23/20 17:12,100,219,TRUE,11/23/20 17:12,anonymous,EN,,Yes,Yes,,3/21/01,4,5 (very well),2,2,3,3,1 (not well at all),2,3,4,Honest|Uneducated|Responsible|Hardworking|Intelligent|Violent|Loyal|Unlawful|Lazy|Immoral,hard working seeking for a better life,,,,,,,,,,,,,19,Female,,White,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,11/23/20 22:37,11/23/20 22:41,100,224,TRUE,11/23/20 22:41,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/23/20,,,,,,,,,,,,,2,3,4,2,3,2,1 (not well at all),2,2,2,Loyal|Responsible|Intelligent|Immoral|Honest|Lazy|Uneducated|Hardworking|Violent|Unlawful,"Hardworking, trying their best ",21,Female,,White,No,Independent,,Closer to Republican Party,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C6
,11/24/20 12:29,11/24/20 12:32,100,151,TRUE,11/24/20 12:32,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,3,4,4,1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),3,5 (very well),Unlawful|Uneducated|Responsible|Intelligent|Lazy|Immoral|Hardworking|Violent|Honest|Loyal,"A person who has been forced to flee their home country and has found refuge in the US, although the government has not provided appropriate resources or space for them",,,,,,,,,,,,,22,Male,,White,No,Independent,,Closer to Democratic Party,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,11/24/20 12:39,11/24/20 12:50,100,672,TRUE,11/24/20 12:50,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,4,5 (very well),3,1 (not well at all),4,4,1 (not well at all),1 (not well at all),5 (very well),3,Violent|Loyal|Intelligent|Hardworking|Lazy|Honest|Uneducated|Unlawful|Immoral|Responsible,"An undocumented immigrant is very hardworking and tries their best to be loyal to the new country that they're in. People tend to misconstrue them as bad people and criminals because the media frames them in a negative way. In reality, undocumented immigrants are not always criminals and actually make up most of the lard labor source in our country.",21,Female,,White,No,Democrat,,,Liberal,,I am an immigrant to the USA and a naturalized citizen.,C2
,11/24/20 13:10,11/24/20 13:18,100,506,TRUE,11/24/20 13:18,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,4,5 (very well),3,1 (not well at all),3,3,1 (not well at all),1 (not well at all),3,3,Unlawful|Honest|Uneducated|Loyal|Hardworking|Responsible|Intelligent|Violent|Immoral|Lazy,"I do not have a view of “typical” undocumented immigrants. I’ve personally known many of them, and just like within any other group, there are various different types of people among them. There are nice people and there are jerks. The only consistent trait I’ve noticed is that they tend to be hard workers who keep their head down and try not to stand out or draw unneeded attention.",37,Female,,White,No,Independent,,Closer to Democratic Party,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C4
,11/24/20 13:27,11/24/20 13:32,100,320,TRUE,11/24/20 13:32,anonymous,EN,,,,,11/25/20,3,4,1 (not well at all),1 (not well at all),3,4,2,1 (not well at all),4,4,Violent|Intelligent|Hardworking|Lazy|Loyal|Unlawful|Responsible|Honest|Uneducated|Immoral,"They are people who are coming to America for a better life because their home country is dangerous or they do not feel safe there. They also come to America for opportunity, and there are statistics to show that they aid the US economy. ",,,,,,,,,,,,,19,Male,,Asian,No,Democrat,,,Slightly liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5
,11/24/20 13:48,11/24/20 13:52,100,264,TRUE,11/24/20 13:52,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",No,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,4,5 (very well),2,2,5 (very well),1 (not well at all),1 (not well at all),2,3,4,Immoral|Unlawful|Loyal|Responsible|Lazy|Intelligent|Honest|Hardworking|Violent|Uneducated,"Individuals who are going to another country to seek opportunity and safety should be able to. Aside from Blacks and Native Americans, everyone is an immigrant. The main immigrants (Europeans) have the nerve to make regulations about what other immigrants should be doing. It is illogical and hypocritical. ",21,Female,,,No,Other,Independent leaning Democrat,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C6
,11/24/20 13:48,11/24/20 13:53,100,286,TRUE,11/24/20 13:53,anonymous,EN,,Yes,Yes,,11/24/20,,,,,,,,,,,,,2,5 (very well),1 (not well at all),1 (not well at all),3,3,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Intelligent|Loyal|Uneducated|Unlawful|Violent|Responsible|Immoral|Honest|Hardworking|Lazy,"While undocumented immigrants arrived illegally, they typically commit less crimes per capita than American citizens, and they work low wage jobs. I don't know enough about their education levels to take a side on that question.",18,Male,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C2
,11/24/20 13:51,11/24/20 13:56,100,306,TRUE,11/24/20 13:56,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,3,2,3,3,3,3,2,2,3,3,Intelligent|Responsible|Honest|Lazy|Immoral|Violent|Hardworking|Unlawful|Loyal|Uneducated,"I don't know much about the average illegal immigrant. I assume they are more hardworking than lazy because they did the work to get here, however I don't know anything about their honesty, trustworthiness or certainly any negative characteristics, just that they would prefer to take their chances here.",,,,,,,,,,,,,52,Female,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C3
,11/24/20 14:02,11/24/20 14:05,100,167,TRUE,11/24/20 14:05,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,2,5 (very well),2,1 (not well at all),3,4,1 (not well at all),1 (not well at all),2,2,Unlawful|Immoral|Responsible|Hardworking|Intelligent|Violent|Uneducated|Lazy|Loyal|Honest,"The typical undocumented immigrant is looking for better life in America, which is completely understandable. ",22,Male,,White,No,Independent,,Closer to Democratic Party,,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,11/24/20 14:09,11/24/20 14:14,100,263,TRUE,11/24/20 14:14,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,2,3,4,2,3,3,2,4,2,2,Uneducated|Intelligent|Hardworking|Unlawful|Honest|Responsible|Violent|Lazy|Loyal|Immoral,"I'm not a fan of undocumented immigrants. Of course, often times they are fleeing an unfortunate situation that may not be ideal but there are rules and laws put in place for a reason. They should be respectful of the procedures put into place and be willing to go through the legal process that everyone else has to abide by.",21,Female,,Asian,No,Republican,,,Conservative,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,11/24/20 14:17,11/24/20 14:22,100,310,TRUE,11/24/20 14:22,anonymous,EN,,Yes,Yes,,11/24/20,3,4,1 (not well at all),1 (not well at all),3,4,1 (not well at all),1 (not well at all),5 (very well),3,Lazy|Responsible|Honest|Loyal|Immoral|Uneducated|Unlawful|Intelligent|Violent|Hardworking,"A typical illegal immigrant is somebody who clearly has a strong desire to be in this country and therefore I believe is willing to work quite hard to be here. On average I think most illegal immigrants come here with a high school degree or less because its so hard to immigrate here legally with those credentials. Finally I don't think illegal immigrants fall into any those negative categories like being immoral, unlawful, or violent more than the average American. ",,,,,,,,,,,,,20,Male,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C3
,11/24/20 14:44,11/24/20 14:50,100,328,TRUE,11/24/20 14:50,anonymous,EN,,,,,11/24/20,3,4,3,3,2,4,3,2,3,3,Unlawful|Loyal|Lazy|Violent|Honest|Uneducated|Responsible|Immoral|Intelligent|Hardworking,Someone who has left their country due to the dangers they face there.,,,,,,,,,,,,,21,Male,,Black or African American,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,11/24/20 14:56,11/24/20 14:58,100,104,TRUE,11/24/20 14:58,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,1 (not well at all),4,5 (very well),5 (very well),1 (not well at all),5 (very well),5 (very well),5 (very well),1 (not well at all),1 (not well at all),Immoral|Honest|Lazy|Intelligent|Hardworking|Responsible|Uneducated|Loyal|Unlawful|Violent,Typical illegal immigrant is someone who came from another country wanting some better life in the US,,,,,,,,,,,,,21,Male,,White,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C5
,11/24/20 14:59,11/24/20 15:01,100,140,TRUE,11/24/20 15:01,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,3,4,2,2,4,3,2,2,3,4,Intelligent|Immoral|Unlawful|Uneducated|Hardworking|Lazy|Responsible|Loyal|Honest|Violent,"I think that a lot of them can be very hardworking and take jobs that no one else wants. There have been stories though of undocumented immigrants drinking and driving and killing people or robbing stories, and a lot of people point out that the should not happen since they should not be here. I think that with every group there are flaws, but they are more pointed out with undocumented people since they are not here legally.",20,Female,,White,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C2
,11/24/20 14:59,11/24/20 15:03,100,227,TRUE,11/24/20 15:03,anonymous,EN,,Yes,Yes,,11/24/20,3,4,2,2,3,3,2,2,4,4,Hardworking|Violent|Honest|Uneducated|Responsible|Unlawful|Lazy|Intelligent|Immoral|Loyal,I think that I have a relatively favorable view of the typical illegal immigrant. ,,,,,,,,,,,,,21,Female,,Asian,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C1
,11/24/20 15:16,11/24/20 15:18,100,132,TRUE,11/24/20 15:18,anonymous,EN,,Yes,Yes,,11/24/20,4,5 (very well),2,1 (not well at all),3,2,1 (not well at all),2,3,3,Immoral|Responsible|Uneducated|Loyal|Intelligent|Violent|Honest|Unlawful|Hardworking|Lazy,I view them as hardworking individuals who most likely had to leave their country for reasons beyond their control. ,,,,,,,,,,,,,20,Female,,White,No,Democrat,,,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5
,11/24/20 13:17,11/24/20 15:23,100,7562,TRUE,11/24/20 15:23,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,3,5 (very well),2,1 (not well at all),3,1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),3,Lazy|Violent|Hardworking|Loyal|Uneducated|Immoral|Honest|Intelligent|Unlawful|Responsible,"They deserve a chance to work here without fearing for their life, and children of undocumented immigrants should be automatically given citizenship",21,Female,,"White,Asian",No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,11/24/20 15:24,11/24/20 15:26,100,139,TRUE,11/24/20 15:26,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/31/02,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,Responsible|Uneducated|Hardworking|Violent|Honest|Lazy|Intelligent|Loyal|Unlawful|Immoral,I feel like immigrants are important and should be valued because they are the ones that make the US diverse. ,18,Female,,Asian,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,11/24/20 15:26,11/24/20 15:28,100,148,TRUE,11/24/20 15:28,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,3,4,5 (very well),2,4,3,2,3,3,4,Hardworking|Immoral|Unlawful|Loyal|Uneducated|Lazy|Intelligent|Violent|Responsible|Honest,When I imagine an illegal immigrant I picture a person of hispanic descent who has illegally immigrated to the US to try and start a better life here. ,,,,,,,,,,,,,21,Male,,White,No,Republican,,,Conservative,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C3
,11/24/20 13:25,11/24/20 15:47,100,8569,TRUE,11/24/20 15:47,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,4,5 (very well),2,1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),2,4,Unlawful|Uneducated|Responsible|Loyal|Honest|Lazy|Hardworking|Immoral|Violent|Intelligent,The typical illegal immigrant is someone left a very rough situation in another country and is working to make a better life here.,,,,,,,,,,,,,19,Female,,White,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C1
